Entry,fasta_header,BL11,BL12,BL21,BL22,CF11,CF12,CF21,CF22,POOL1,POOL2,POOL3,POOL4,S111,S112,S121,S122,S711,S712,S721,S722,Entry_name,Status,Protein_names,Gene_names,Organism,Length,Gene_ontology_biological_process,Gene_ontology_cellular_component,Gene_ontology_GO,Gene_ontology_molecular_function,Gene_ontology_IDs,EC_number,Intramembrane,Subcellular_location_CC,Topological_domain,Transmembrane,expressed,BL_mean,BL_std,CF_mean,CF_std,S1_mean,S1_std,S7_mean,S7_std,CF_BL_fc,CF_BL_p_val,S1_BL_fc,S1_BL_p_val,S7_BL_fc,S7_BL_p_val
A0A140NAC8,tr|A0A140NAC8|A0A140NAC8_ECOBD,160328.02701249698,170050.184942279,194350.964104848,201778.080884736,186354.226835823,216474.272279835,208706.58819387603,218567.36946884802,181923.324833434,187964.23146143398,186749.775915525,183137.78037934302,152446.87105528198,146795.191373431,159618.265096535,141797.497097405,155750.86768017,220038.643518924,227582.626698305,129603.558622533,A0A140NAC8_ECOBD,unreviewed,Multifunctional fusion protein [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)],trpF trpC ECBD_2360,Escherichia coli (strain B / BL21-DE3),452.0,tryptophan biosynthetic process [GO:0000162],,indole-3-glycerol-phosphate synthase activity [GO:0004425]; phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162],indole-3-glycerol-phosphate synthase activity [GO:0004425]; phosphoribosylanthranilate isomerase activity [GO:0004640],GO:0000162; GO:0004425; GO:0004640,4.1.1.48; 5.3.1.24,,,,,not_exp,181626.81423609,16997.310231545896,207525.6141945955,12763.435894628585,150164.45615566324,6632.154067870195,183243.924129983,41692.112218855225,1.1425934825066115,0.07933121968075382,0.8267747071777078,0.024422559867757352,1.0089034755176127,0.952416410035348
A0A140NAD0,tr|A0A140NAD0|A0A140NAD0_ECOBD,173812.658788786,151103.955273808,172829.21312446598,181226.115168992,209564.117150241,219484.081302029,199741.96951840198,203462.539340269,180803.64737566802,192070.05179555897,182771.346996669,190102.352174558,191745.133180543,184974.96275720198,181238.814595558,192579.387487554,183425.64855848398,177828.13693105802,186529.02087971198,169722.617841087,A0A140NAD0_ECOBD,unreviewed,UPF0178 protein YaiI,yaiI ECBD_3277,Escherichia coli (strain B / BL21-DE3),152.0,,,,,,,,,,,not_exp,169742.985589013,11240.13741458771,208063.17682773527,7468.236693468007,187634.57450521423,4725.652005960842,179376.35605258524,6386.4901908628135,1.225754196002563,0.00266134640994051,1.105403995659184,0.043990392150534505,1.056752686599356,0.24431895150119382
A0A140NAD1,tr|A0A140NAD1|A0A140NAD1_ECOBD,966378.672444986,980059.030934785,1002657.41332745,1044504.92668621,808545.97545976,835353.9596572091,957760.390515405,907778.4979624909,862636.3624409679,876762.728220188,854121.373600452,885277.717060704,627764.87990077,663434.327361444,688728.4740355329,672985.462228672,814418.190738793,913036.8209401809,848660.942990022,830748.935923463,A0A140NAD1_ECOBD,unreviewed,Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)],hisI hisIE ECBD_1633,Escherichia coli (strain B / BL21-DE3),203.0,histidine biosynthetic process [GO:0000105],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; histidine biosynthetic process [GO:0000105],ATP binding [GO:0005524]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636],GO:0000105; GO:0004635; GO:0004636; GO:0005524; GO:0005737,3.5.4.19; 3.6.1.31,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01019}.,,,not_exp,998400.0108483578,29603.827445187515,877359.7058987161,58926.617949112406,663228.2858816048,22378.324909420862,851716.2226481147,37417.64558864122,0.8787657215199831,0.019096701649901803,0.6642911445063469,4.321970860922887e-06,0.8530811432227415,0.0017867952285634935
A0A140NAD5,tr|A0A140NAD5|A0A140NAD5_ECOBD,1657430.83708391,1474416.08623508,1505931.20088158,1716430.38661067,1786341.76270983,1655153.86368625,1671772.5471691003,1818509.18827296,1394199.16564642,1429248.21423168,1413971.20455666,1409476.17532144,1161095.46250176,1144158.99871997,1201899.70210574,1146682.10557793,1048566.58941337,1125812.98220128,1116828.63808172,1017115.80027074,A0A140NAD5_ECOBD,unreviewed,NAD-dependent epimerase/dehydratase,ECBD_1641,Escherichia coli (strain B / BL21-DE3),274.0,,,catalytic activity [GO:0003824]; coenzyme binding [GO:0050662],catalytic activity [GO:0003824]; coenzyme binding [GO:0050662],GO:0003824; GO:0050662,,,,,,not_exp,1588552.1277028099,101181.0002150035,1732944.340459535,70650.50328075084,1163459.06722635,23115.08232587653,1077081.0024917775,45726.29881155435,1.0908954828983353,0.08908263804311903,0.7324021962746776,0.00039384567019161285,0.6780268545857127,0.0002065103198318617
A0A140NAD7,tr|A0A140NAD7|A0A140NAD7_ECOBD,1050844.02081559,1062023.13338773,1243658.83549972,1404383.93310073,506563.031608678,510179.842239565,625590.792383258,611348.200476675,671113.318868557,644172.995856769,663195.819693921,652090.495031405,262293.977366685,345111.570797205,356207.88976642204,342680.612322485,354591.34114666,439050.03451860603,369525.11352652794,292023.96885395,A0A140NAD7_ECOBD,unreviewed,Peroxiredoxin (EC 1.11.1.15),ECBD_2157,Escherichia coli (strain B / BL21-DE3),143.0,response to oxidative stress [GO:0006979],,peroxidase activity [GO:0004601]; peroxiredoxin activity [GO:0051920]; response to oxidative stress [GO:0006979],peroxidase activity [GO:0004601]; peroxiredoxin activity [GO:0051920],GO:0004601; GO:0006979; GO:0051920,1.11.1.15,,,,,not_exp,1190227.4807009425,145414.92301317785,563420.4666770439,55293.64583437948,326573.51256319927,37460.48992954369,363797.614511436,52277.96534424601,0.4733720871116481,0.000430614819467516,0.27437907278940943,5.91968099106951e-05,0.3056538522343563,8.945562999046225e-05
A0A140NAD8,tr|A0A140NAD8|A0A140NAD8_ECOBD,4565160.45723411,3731806.24958726,3921298.24230356,4232219.40448978,5543749.09077247,4736029.02376572,5073860.889760501,5623034.23802444,3612059.26709906,3648031.79683329,3595770.72321118,3664320.34072117,2526057.42571866,2582469.1003484,2295899.81623766,2630008.60753764,2452364.05213369,2246261.14628982,2398704.30202308,1969501.69400775,A0A140NAD8_ECOBD,unreviewed,Pyrimidine-specific ribonucleoside hydrolase RihA (EC 3.2.-.-) (Cytidine/uridine-specific hydrolase),rihA ECBD_3002,Escherichia coli (strain B / BL21-DE3),311.0,nucleobase-containing small molecule interconversion [GO:0015949]; pyrimidine nucleobase metabolic process [GO:0006206],,uridine nucleosidase activity [GO:0045437]; nucleobase-containing small molecule interconversion [GO:0015949]; pyrimidine nucleobase metabolic process [GO:0006206],uridine nucleosidase activity [GO:0045437],GO:0006206; GO:0015949; GO:0045437,3.2.-.-,,,,,not_exp,4112621.0884036776,316512.24717801216,5244168.310580783,360727.80154480034,2508608.73746059,128201.81702143836,2266707.798613585,187510.5700951802,1.2751401594880012,0.006473102151132634,0.6099780853952464,0.00018532407388366072,0.5511589202820074,0.00012815156508048066
A0A140NAE3,tr|A0A140NAE3|A0A140NAE3_ECOBD,6723391.38983013,6466623.61802602,6234078.82749423,6140265.37583736,5678830.35187394,5419707.62401445,5846866.09701462,5559946.58480574,5183672.98939099,5391256.14007763,5234206.49831669,5340722.63115193,3822131.40414863,4329672.30339999,4562993.86890084,4369191.53447027,4387684.85342009,4620910.90502606,4705158.87056049,4236294.62459761,A0A140NAE3_ECOBD,unreviewed,Glyoxylate/hydroxypyruvate reductase A (EC 1.1.1.79) (EC 1.1.1.81) (2-ketoacid reductase),ghrA ECBD_2566,Escherichia coli (strain B / BL21-DE3),312.0,,cytoplasm [GO:0005737]; plasma membrane [GO:0005886],cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; glyoxylate reductase (NADP) activity [GO:0030267]; hydroxypyruvate reductase activity [GO:0016618]; NAD binding [GO:0051287],glyoxylate reductase (NADP) activity [GO:0030267]; hydroxypyruvate reductase activity [GO:0016618]; NAD binding [GO:0051287],GO:0005737; GO:0005886; GO:0016618; GO:0030267; GO:0051287,1.1.1.79; 1.1.1.81,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01666}.,,,not_exp,6391089.802796935,225662.9353222122,5626337.664427187,156917.19222978962,4270997.277729933,273782.51058801473,4487512.313401062,185903.91135266997,0.8803408867709747,0.0029425262707268958,0.6682737075390203,4.7589897974182596e-05,0.7021513469325984,2.9079251881940117e-05
A0A140NAF3,tr|A0A140NAF3|A0A140NAF3_ECOBD,12663992.4274445,12929963.6697681,13376416.582552,13356865.0136613,13031160.3394011,13585961.881767,13471116.8677375,13484914.1362287,13925592.458326401,14184298.037672,13959356.2778847,14150534.2181137,15617549.930604199,15361416.182509698,15712575.449151998,15571641.9705633,15273481.9185897,15485403.4843073,13370626.0211179,13679118.442000099,A0A140NAF3_ECOBD,unreviewed,Uncharacterized protein,ECBD_2576,Escherichia coli (strain B / BL21-DE3),375.0,,,,,,,,,,,not_exp,13081809.423356475,300032.1361799941,13393288.306283575,213724.32522944245,15565795.883207299,128479.53260684159,14452157.466503749,936679.0792028431,1.0238100764846016,0.19338635434475182,1.1898809544966977,1.176788762575584e-05,1.1047521790602324,0.052346095835847345
A0A140NAF5,tr|A0A140NAF5|A0A140NAF5_ECOBD,3171309.68456334,2859961.67145223,2957939.47084355,3094580.01034483,3010023.93387818,2802395.98659332,2842359.4539638,2954205.2427797,2426977.03367182,2426135.13018843,2435740.61292576,2417371.55093448,1602067.73843968,1900294.87280031,1713898.12154526,1798415.04903411,1740178.14614464,1689106.71968575,1772308.74190174,1467519.79328858,A0A140NAF5_ECOBD,unreviewed,AMP nucleosidase (EC 3.2.2.4),amn ECBD_1664,Escherichia coli (strain B / BL21-DE3),484.0,AMP salvage [GO:0044209]; nucleoside metabolic process [GO:0009116],,AMP nucleosidase activity [GO:0008714]; AMP salvage [GO:0044209]; nucleoside metabolic process [GO:0009116],AMP nucleosidase activity [GO:0008714],GO:0008714; GO:0009116; GO:0044209,3.2.2.4,,,,,not_exp,3020947.7093009874,120329.73640954087,2902246.15430375,83474.9506059363,1753668.94545484,109619.82115286675,1667278.3502551776,119085.81171106253,0.9607071798588981,0.20993917777965096,0.5805029130612192,1.0308885344887968e-05,0.5519057298217739,8.822560380799628e-06
A0A140NAF7,tr|A0A140NAF7|A0A140NAF7_ECOBD,5439513.46360221,6129548.82160221,5867883.63157494,5685767.98654719,5327246.29239128,5672688.06283354,5670969.45363048,6079822.35619032,5012966.09245478,5096722.64209041,5047834.82340396,5061853.91114123,3849548.59265558,4395280.02574922,4476963.43783971,4317446.1463073995,4260299.78701668,4403899.08360631,4209974.88937795,3922361.9476524,A0A140NAF7_ECOBD,unreviewed,Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase),purU ECBD_2390,Escherichia coli (strain B / BL21-DE3),280.0,'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730],,"formyltetrahydrofolate deformylase activity [GO:0008864]; hydroxymethyl-, formyl- and related transferase activity [GO:0016742]; 'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730]","formyltetrahydrofolate deformylase activity [GO:0008864]; hydroxymethyl-, formyl- and related transferase activity [GO:0016742]",GO:0006189; GO:0006730; GO:0008864; GO:0016742,3.5.1.10,,,,,not_exp,5780678.475831638,252347.39145274076,5687681.541261405,266548.347223132,4259809.550637977,243487.21278471866,4199133.926913335,174921.61588041036,0.9839124533635554,0.676142092298069,0.7369047713772282,0.00028800437270175104,0.7264084907108116,0.00011059535187940599
A0A140NAF9,tr|A0A140NAF9|A0A140NAF9_ECOBD,18350129.937418398,18024065.8273511,16416357.400544198,16783226.8743326,15043253.311195498,14790528.156924801,15000030.5727366,14699678.6951357,14690761.167888502,14604141.3319083,14485061.6091229,14809840.890673801,12220706.3881084,12925277.1454429,12268659.5706369,12455024.3660934,11624116.740554199,12151194.4778399,13102100.938717801,12501424.1034001,A0A140NAF9_ECOBD,unreviewed,Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA),lipA ECBD_3023,Escherichia coli (strain B / BL21-DE3),321.0,protein lipoylation [GO:0009249],cytoplasm [GO:0005737],"cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]; protein lipoylation [GO:0009249]","4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]",GO:0005737; GO:0009249; GO:0016992; GO:0046872; GO:0051539,2.8.1.8,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00206, ECO:0000256|SAAS:SAAS01101439}.",,,not_exp,17393445.009911574,812403.0765690708,14883372.683998149,142771.20307471152,12467416.8675704,278460.1102074679,12344709.065127999,537332.1242789355,0.8556886042711451,0.0018819051035731875,0.7167882418040762,6.011569260654974e-05,0.7097334115290802,0.0001067425814054423
A0A140NAH0,tr|A0A140NAH0|A0A140NAH0_ECOBD,520373.171969769,566678.761202779,722105.2616570629,742548.0031034241,426804.56575931,438141.903932266,521464.601408591,508145.293727259,400142.76372191706,389506.869107479,395450.46606148104,394199.166767915,188755.268931536,270845.181853065,210313.79496946698,252040.471470163,174607.095373664,383566.957715302,246729.75399365101,162492.891455519,A0A140NAH0_ECOBD,unreviewed,Fructose-bisphosphate aldolase (EC 4.1.2.13),ECBD_1560,Escherichia coli (strain B / BL21-DE3),350.0,,,fructose-bisphosphate aldolase activity [GO:0004332],fructose-bisphosphate aldolase activity [GO:0004332],GO:0004332,4.1.2.13,,,,,not_exp,637926.2994832587,96081.66843924455,473639.0912068565,41627.75671574039,230488.67930605775,32564.668518174894,241849.17463453402,87929.8967921625,0.742466789017038,0.03475819426205767,0.36130926016494563,0.00043816237960904653,0.37911773637556534,0.0018881851155256883
A0A140NAH1,tr|A0A140NAH1|A0A140NAH1_ECOBD,526262.582140098,387716.23209833,427653.251618191,481579.948079624,514826.77142974397,420787.74357544206,356260.471188623,455013.090021817,357821.962992226,356497.828975082,345851.567068722,368468.224898586,184501.46622576,264206.845797562,203874.502876827,236228.173571045,259410.04555128101,230719.70362276,304302.759370322,205045.36387843,A0A140NAH1_ECOBD,unreviewed,DsrE family protein,ECBD_2400,Escherichia coli (strain B / BL21-DE3),117.0,,,,,,,,,,,not_exp,455803.0034840607,52576.65847339443,436722.0190539065,57364.7919911354,222202.74711779848,30489.21125148955,249869.46810569824,36843.99413548814,0.9581376509494163,0.6858489677224284,0.48749732980987004,0.0005553570937656192,0.5481961860622888,0.0014383818872538646
A0A140NAH2,tr|A0A140NAH2|A0A140NAH2_ECOBD,84950.1829104514,84875.5566487853,87772.2237853639,88322.7121354868,97141.9732845735,95422.5635974438,81974.702132733,89750.6515624835,78765.5250250921,82998.4088638282,74322.95355986571,87440.9803290546,61330.8351967274,71570.3114128899,68124.1759787642,59074.628832485,70773.63672961081,80004.8038351342,80560.0651950395,64380.5646356139,A0A140NAH2_ECOBD,unreviewed,ABC transporter related,ECBD_2327,Escherichia coli (strain B / BL21-DE3),268.0,,,ATP binding [GO:0005524]; ATPase activity [GO:0016887],ATPase activity [GO:0016887]; ATP binding [GO:0005524],GO:0005524; GO:0016887,,,,,,not_exp,86480.16887002185,1579.557612624034,91072.47264430845,5921.966915146871,65024.98785521663,5037.354560267664,73929.76759884959,6745.653244553932,1.053102391383957,0.24201885268140746,0.7519063469099837,0.0004108306652657792,0.8548753843203604,0.020128210491902963
A0A140NAI0,tr|A0A140NAI0|A0A140NAI0_ECOBD,3971786.96249493,4043904.57800392,3957990.43837792,3803432.91670424,4245606.26831775,4524779.28516323,4670823.97361379,4372891.6347658,5170186.65146245,5205353.78812109,5207925.47068348,5167614.96890006,3440367.26009393,3612195.42844735,3553263.33803418,3438495.61324284,8249312.74769178,8614714.57635992,10162341.6894286,10441783.990425501,A0A140NAI0_ECOBD,unreviewed,Peptide chain release factor 1 (RF-1),prfA ECBD_2410,Escherichia coli (strain B / BL21-DE3),360.0,,cytoplasm [GO:0005737],"cytoplasm [GO:0005737]; translation release factor activity, codon specific [GO:0016149]","translation release factor activity, codon specific [GO:0016149]",GO:0005737; GO:0016149,,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00093}.,,,exp,3944278.723895252,87617.87277017234,4453525.290465143,159709.07586979805,3511080.4099545754,74619.95152615228,9367038.25097645,949063.6406162636,1.1291101877473237,0.0028749212623387734,0.8901704609980343,0.0006211451600154148,2.3748418675964773,6.295823636387415e-05
A0A140NAI1,tr|A0A140NAI1|A0A140NAI1_ECOBD,65856.3786781055,27656.74571095,30856.4941478512,28267.816143340202,57873.915298038395,39978.8695910137,33162.1663615556,33032.7421236199,29056.746204218398,33200.5689926704,32665.3694688226,29591.945728066097,30093.6562926673,31418.0795147048,30936.8268727188,20031.6833955055,27658.5509023023,29401.7169527162,33605.057860553905,29563.4666976292,A0A140NAI1_ECOBD,unreviewed,Type III restriction protein res subunit,ECBD_1473,Escherichia coli (strain B / BL21-DE3),586.0,translation [GO:0006412],,ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]; translation [GO:0006412],ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787],GO:0003677; GO:0005524; GO:0006412; GO:0016787,,,,,,not_exp,38159.35867006172,16035.930282357958,41011.923343556904,10132.62046987002,28120.0615188991,4693.826444308913,30057.198103300398,2180.266239001109,1.0747539993572581,0.8032120086090737,0.7369112715450575,0.33812832570237383,0.7876756620357472,0.41918774011883353
A0A140NAI2,tr|A0A140NAI2|A0A140NAI2_ECOBD,1087199.89769628,706973.4113586841,630250.699283919,948335.542797738,959579.977340503,570056.6444503521,962960.0004540541,589639.989479171,941179.4487740409,891592.774158355,914896.356711688,917875.8662207071,595558.2038064289,826579.431363913,594972.137954259,808481.762758677,2402123.10623223,765369.63560732,892942.6059965059,1866812.7135541001,A0A140NAI2_ECOBD,unreviewed,Translation initiation factor SUI1,ECBD_2337,Escherichia coli (strain B / BL21-DE3),108.0,,,translation initiation factor activity [GO:0003743],translation initiation factor activity [GO:0003743],GO:0003743,,,,,,not_exp,843189.8877841553,183367.47268426634,770559.1529310201,190840.2196859847,706397.8839708194,111316.95088402284,1481812.015347539,681038.7115249346,0.9138619474623875,0.6513605515270531,0.8377684483707273,0.31168403436706976,1.7573882666473128,0.16785364211512882
A0A140NAJ0,tr|A0A140NAJ0|A0A140NAJ0_ECOBD,1809483.85513102,2027926.62749899,1704340.02800293,1645591.69532393,2298723.62013685,2356970.90461739,2161075.26889891,2229155.04454862,2142411.80268613,2197356.21254804,2152400.62621649,2187367.38901768,1799011.34975488,2469729.17916905,2483076.14448331,2435597.99279975,2165217.16921803,2401983.5891168998,2356215.46231697,2454225.06453984,A0A140NAJ0_ECOBD,unreviewed,Lipid A 1-diphosphate synthase (EC 2.7.4.29) (Kdo(2)-lipid A phosphotransferase) (Undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase),lpxT ECBD_1483,Escherichia coli (strain B / BL21-DE3),237.0,Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103],integral component of plasma membrane [GO:0005887],"integral component of plasma membrane [GO:0005887]; phosphotransferase activity, phosphate group as acceptor [GO:0016776]; undecaprenyl-diphosphatase activity [GO:0050380]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]","phosphotransferase activity, phosphate group as acceptor [GO:0016776]; undecaprenyl-diphosphatase activity [GO:0050380]",GO:0005887; GO:0009103; GO:0009245; GO:0016776; GO:0043165; GO:0050380,2.7.4.29,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01945}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01945}. Note=Transferase activity takes place on the periplamic side of the inner membrane. {ECO:0000256|HAMAP-Rule:MF_01945}.,,TRANSMEM 7 24 Helical. {ECO:0000256|HAMAP-Rule:MF_01945}.; TRANSMEM 63 81 Helical. {ECO:0000256|HAMAP-Rule:MF_01945}.; TRANSMEM 93 113 Helical. {ECO:0000256|HAMAP-Rule:MF_01945}.; TRANSMEM 161 182 Helical. {ECO:0000256|HAMAP-Rule:MF_01945}.; TRANSMEM 191 212 Helical. {ECO:0000256|HAMAP-Rule:MF_01945}.,not_exp,1796835.5514892174,145767.95848978456,2261481.2095504426,73538.4472097918,2296853.6665517474,287950.3926934947,2344410.3212979347,109114.05283859074,1.258591086800418,0.0026321227036242116,1.2782770602730533,0.03637019025642443,1.3047439535325798,0.0019977911228232777
A0A140NAJ6,tr|A0A140NAJ6|A0A140NAJ6_ECOBD,1261233.79772307,1187031.03425191,1149270.42018477,1308723.60868982,1486394.84427502,1322335.21283482,1401798.28957347,1301898.18441463,1233826.70990366,1323236.04127154,1297321.24828991,1259741.50288529,1531623.04914568,1251210.72236396,1241387.74109995,1192559.77148212,1229324.7378391002,1194820.28529741,1186401.39751275,1157322.59670439,A0A140NAJ6_ECOBD,unreviewed,AsmA family protein,ECBD_1591,Escherichia coli (strain B / BL21-DE3),617.0,,,,,,,,,,,not_exp,1226564.7152123926,62228.10665943047,1378106.632774485,72811.07442444564,1304195.3210229275,133170.96833693498,1191967.2543384125,25665.8938278972,1.1235498752594162,0.03371639516943498,1.063291080240387,0.3956010105299892,0.9717932038604346,0.40761595053217814
A0A140NAJ9,tr|A0A140NAJ9|A0A140NAJ9_ECOBD,1742100.71390266,1652429.35527404,1407030.52840615,1496020.86990058,1994053.52825784,2179309.7174580004,1930122.97736151,1929977.56590523,1834474.19993258,1981201.78893422,1896227.4676134,1919448.5212534,2320645.53004373,2096093.06169749,1881834.13906379,1926969.89819632,2165993.72324605,2017407.11436588,1783220.20314106,1820425.04936926,A0A140NAJ9_ECOBD,unreviewed,Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8),betA ECBD_3347,Escherichia coli (strain B / BL21-DE3),556.0,glycine betaine biosynthetic process from choline [GO:0019285],,betaine-aldehyde dehydrogenase activity [GO:0008802]; choline dehydrogenase activity [GO:0008812]; flavin adenine dinucleotide binding [GO:0050660]; glycine betaine biosynthetic process from choline [GO:0019285],betaine-aldehyde dehydrogenase activity [GO:0008802]; choline dehydrogenase activity [GO:0008812]; flavin adenine dinucleotide binding [GO:0050660],GO:0008802; GO:0008812; GO:0019285; GO:0050660,1.1.99.1; 1.2.1.8,,,,,not_exp,1574395.3668708573,130736.31639566242,2008365.9472456453,102094.70918852386,2056385.6572503324,172211.08379650387,1946761.5225305625,154725.74533251883,1.2756426940186654,0.003969202895900806,1.3061431077108925,0.008351342129491894,1.2365137521966865,0.01898032612022807
A0A140NAK0,tr|A0A140NAK0|A0A140NAK0_ECOBD,209616.840293817,182026.157699653,195467.283539209,188104.70332186,281964.863471075,273260.076477163,291228.24240725697,265247.054344301,197218.26026164,216570.854645049,201582.471279397,212206.643627293,209688.768499779,185459.49283478802,169659.662579001,186287.822357917,171874.046578335,179525.040691465,185274.12353837898,157483.057935007,A0A140NAK0_ECOBD,unreviewed,Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13),ECBD_2430,Escherichia coli (strain B / BL21-DE3),304.0,,,carboxypeptidase activity [GO:0004180],carboxypeptidase activity [GO:0004180],GO:0004180,3.4.17.13,,,,,not_exp,193803.74621363473,10295.775613197342,277925.05917494895,9692.633451750033,187773.93656787125,14282.436469194088,173539.0671857965,10417.667122412302,1.4340541119808137,4.881523466425056e-05,0.9688870325596458,0.5747204537663437,0.8954371139683752,0.05355848246711281
A0A140NAK1,tr|A0A140NAK1|A0A140NAK1_ECOBD,4193554.90876574,3408676.07360129,3558901.4621846,4321344.69847451,4420494.18346169,3641947.24416774,4077275.43377967,3415343.59071606,3393264.32253743,3365305.33717321,3301833.30575505,3456736.35395559,3827115.32948632,2183023.0331149,3087799.94974225,2066325.60909562,3276702.90122086,2434296.314119,2695356.45627844,2829048.00783144,A0A140NAK1_ECOBD,unreviewed,"Transcriptional regulator, LysR family",ECBD_2347,Escherichia coli (strain B / BL21-DE3),324.0,,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],GO:0003677; GO:0003700,,,,,,not_exp,3870619.285756535,393064.9905126573,3888765.11303129,388368.0417951023,2791065.9803597727,717010.1348386499,2808850.9198624347,305149.77665536257,1.0046880940581084,0.9564883708786462,0.7210902892543829,0.062220059093161216,0.7256851455783073,0.010139534112129726
A0A140NAK2,tr|A0A140NAK2|A0A140NAK2_ECOBD,38258.494002854,60543.218801562994,63103.166239738,61822.463090964295,46354.3554029598,62931.8451644385,68106.08546064781,71571.4431329379,52491.1706532275,51476.7249771956,50896.0384990566,53071.8571313666,26379.859551187998,45075.1117405757,31459.0022539048,41548.4469844152,34278.0142175471,52716.8346571829,45151.4490059366,37938.8827166484,A0A140NAK2_ECOBD,unreviewed,Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase),yccX ECBD_2626,Escherichia coli (strain B / BL21-DE3),92.0,,,acylphosphatase activity [GO:0003998],acylphosphatase activity [GO:0003998],GO:0003998,3.6.1.7,,,,,not_exp,55931.83553377983,10243.77046822626,62240.932290246,9673.664508515458,36115.60513252093,7520.924505023481,42521.29514932875,7067.830632328114,1.1127997444792566,0.4674506021191752,0.6457074899805324,0.035536947195182814,0.7602342162300068,0.11123797928344263
A0A140NAK7,tr|A0A140NAK7|A0A140NAK7_ECOBD,102652.856579349,25464.1305451064,32298.3078058517,86247.9548604943,42262.743943286405,44400.4550183529,54225.33995634769,31447.6738854363,52212.8468896293,61587.1599144097,83358.40447199231,30441.6023320466,47657.9224161929,45101.079930513,45028.502920683495,38287.5723509804,47826.0784173422,91367.169384085,50593.0947135181,40125.2635590449,A0A140NAK7_ECOBD,unreviewed,TonB-dependent receptor plug,ECBD_1503,Escherichia coli (strain B / BL21-DE3),663.0,,cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021],cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021],,GO:0009279; GO:0016021,,,"SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|RuleBase:RU003357, ECO:0000256|SAAS:SAAS01009251}.",,,not_exp,61665.812447700344,33381.250776888955,43084.05320085582,8092.296595869752,44018.76940459245,3474.226970032617,57477.90151849755,19938.372391793062,0.6986700002922368,0.38491897821681287,0.7138277703212845,0.39754777730780344,0.9320869901332344,0.8581582994089776
