ProtGroup,Counter,Accession,Identical,Similar,OtherLoci,Filter,Coverage,SeqLength,MW,Description,CountsTot,UniqueTot,UniqFrac,Total_TMT1,Total_TMT2,Unique_TMT1,Unique_TMT2,Corrected_TMT1,Corrected_TMT2,PSMs_Used_TMT1,TotInt_126C_TMT1,TotInt_127N_TMT1,TotInt_127C_TMT1,TotInt_128N_TMT1,TotInt_128C_TMT1,TotInt_129N_TMT1,TotInt_129C_TMT1,TotInt_130N_TMT1,TotInt_130C_TMT1,TotInt_131N_TMT1,PSMs_Used_TMT2,TotInt_126C_TMT2,TotInt_127N_TMT2,TotInt_127C_TMT2,TotInt_128N_TMT2,TotInt_128C_TMT2,TotInt_129N_TMT2,TotInt_129C_TMT2,TotInt_130N_TMT2,TotInt_130C_TMT2,TotInt_131N_TMT2
1083,1,tr|A0A140NAD1|A0A140NAD1_ECOBD, , , , ,30.5,203,22756,Histidine biosynthesis bifunctional protein HisIE OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hisI PE=3 SV=1,17,17,1,9,8,9,8,9,8,9,910329.6299,822722.8359,1234765.668,606845.1084,846117.1211,966274.5381,1067707.197,1185882.537,650039.5527,826190.2256,8,689748.6465,505752.4746,1037038.598,741481.875,831767.2422,861248.8438,624375.3047,1012804.055,851445.4258,893109.3359
1084,1,tr|A0A140NAD5|A0A140NAD5_ECOBD, , , , ,38.7,274,29680,NAD-dependent epimerase/dehydratase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1641 PE=4 SV=1,24,24,1,15,9,15,9,15,9,15,1370920.487,1693674.365,1890674.547,975175.603,1037526.838,1467718.083,1736556.898,1895161.749,1032033.193,949236.749,9,906306.1641,1003904.494,1671594.574,1576710.086,1477767.998,1190037.568,1169363.076,1635222.02,1830525.969,1526041.363
1085,1,tr|A0A140NAD7|A0A140NAD7_ECOBD, , , , ,43.4,143,15088,Peroxiredoxin OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2157 PE=4 SV=1,14,14,1,5,9,5,9,5,9,5,383545.6309,279146.7583,899104.4961,170958.1074,199521.8628,384477.771,377690.3687,698365.6323,179256.0815,215157.2776,9,447702.2717,390192.6238,2375162.605,836186.2749,1192542.151,692403.1714,596280.9702,2026548.067,1058803.331,1214738.236
1086,1,tr|A0A140NAD8|A0A140NAD8_ECOBD, , , , ,42.8,311,33823,Pyrimidine-specific ribonucleoside hydrolase RihA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rihA PE=3 SV=1,28,28,1,12,16,12,16,12,16,12,3294876.315,4876022.817,4324695.735,2041871.378,2067218.165,3475284.813,4889305.62,4842434.053,2195859.764,1756974.008,16,1891751.517,2354349.258,4692009.636,4863299.637,4050987.318,3000217.893,2407893.539,4461480.028,6101467.775,4276664.667
1087,1,tr|A0A140NAE0|A0A140NAE0_ECOBD, , , , ,3.3,244,26642,Protein TonB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2370 PE=3 SV=1,3,3,1,1,2,1,2,1,2,1,98360.16406,78647.85938,73016.90625,121593.0547,94917.125,118096.3203,81073.78125,96546.3125,94333.29688,137731.2656,2,159567.9453,182488.125,168117.5469,133451.5781,193879.0391,229773.9453,226832.9609,176421.875,138974.5703,184207.6484
1088,1,tr|A0A140NAE3|A0A140NAE3_ECOBD, , , , ,71.8,312,35315,Glyoxylate/hydroxypyruvate reductase A OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ghrA PE=3 SV=1,57,57,1,26,31,26,31,26,31,26,4790848.42,5060712.238,6357188.81,3468477.329,4108416.603,5203701.046,5708504.686,7225811.815,3696060.74,3662041.585,31,4016088.771,3515950.067,7362252.786,5492903.207,5820082.74,5298009.065,4723279.528,7630392.26,5954477.084,6152069.085
1089,1,tr|A0A140NAE5|A0A140NAE5_ECOBD, , , , ,4.2,452,49537,Amino acid permease-associated region OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1643 PE=4 SV=1,5,5,1,3,2,3,2,3,2,3,341130.5742,269321.4512,386828.9063,419613.2109,442060.3594,365558.9531,343146.4727,246443.584,395342.9453,393806.4531,2,308000.9102,237009.5898,268219.5781,270785.7734,255227.7461,328874.5781,361736.7578,216791.0977,241985.2773,336787.2578
1090,1,tr|A0A140NAF3|A0A140NAF3_ECOBD, , , , ,81.6,375,41137,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2576 PE=4 SV=1,112,112,1,54,58,54,58,54,58,54,11659351.23,10520144.55,12527614.37,11148102.64,10576398.25,12402695.77,11914852.99,12329764.05,11933237.83,11117421.53,58,14314935.21,15858573.43,17437826.44,15199545.76,17133963.12,20357734.92,17953753.94,16841497.87,15941725.4,17993189.16
1091,1,tr|A0A140NAF5|A0A140NAF5_ECOBD, , , , ,39.5,484,53994,AMP nucleosidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=amn PE=3 SV=1,37,37,1,22,15,22,15,22,15,22,2516708.001,3009643.3,3594777.495,1708036.545,1736328.495,2627421.13,3113655.377,3824099.963,1706947.931,1501914.104,15,1239963.169,1313486.551,3113403.354,2531414.485,2413887.438,1872745.022,1581198.656,3007718.34,2819819.725,2481831.301
1092,1,tr|A0A140NAF7|A0A140NAF7_ECOBD, , , , ,45.7,280,31920,Formyltetrahydrofolate deformylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=purU PE=3 SV=1,38,38,1,20,18,20,18,20,18,20,4667375.725,4782540.829,5930212.625,3547100.915,3703248.463,4955831.538,5577758.211,5889270.081,3679324.628,3515897.434,18,3691149.64,3515148.919,6878864.677,5707051.982,5571604.489,5106393.382,4600172.829,7179507.058,6463395.577,5787988.038
1093,1,tr|A0A140NAF9|A0A140NAF9_ECOBD, , , , ,68.2,321,36071,Lipoyl synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lipA PE=3 SV=1,74,74,1,36,38,36,38,36,38,36,13430732,13260963.14,17188341.96,10242459.32,11316748.79,13943729.55,14486781.48,19508233.63,10422289.89,9525662.703,38,11981083.22,11364565.7,19599034.76,15154067.57,16282388.1,14189159.88,12838383.01,21500150.22,15914767.56,17246104.84
1094,1,tr|A0A140NAG2|A0A140NAG2_ECOBD, , , , ,4,495,53418,Aldehyde Dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2317 PE=3 SV=1,2,2,1,2,0,2,0,2,0,2,40526.08496,26734.71875,85747.57031,38932.69629,39040.96582,45647.75586,29478.8125,74753.63281,37788.75488,36444.83301,0,0,0,0,0,0,0,0,0,0,0
1095,1,tr|A0A140NAH0|A0A140NAH0_ECOBD, , , , ,19.1,350,38109,Fructose-bisphosphate aldolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1560 PE=4 SV=1,15,15,1,7,8,7,8,7,8,7,421421.5378,433419.7839,876051.0808,247247.4796,245498.3828,428414.7549,580164.262,637294.364,242960.25,346388.7598,8,135183.7805,152373.4293,748362.5029,389685.2366,385872.1829,185017.2544,191044.5253,586785.3872,477566.6492,398483.1445
1096,1,tr|A0A140NAH1|A0A140NAH1_ECOBD, , , , ,62.4,117,12693,DsrE family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2400 PE=4 SV=1,10,10,1,7,3,7,3,7,3,7,278970.2754,387016.9395,420593.4141,178543.4829,224141.4502,290265.4634,293415.4346,477108.165,168572.1445,154239.8042,3,230436.3555,201196.6768,598706.6895,505560.4199,455881.4814,371319.6709,250173.0796,542334.4102,577671.3066,503158.8535
1097,1,tr|A0A140NAH2|A0A140NAH2_ECOBD, , , , ,9.3,268,30570,ABC transporter related OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2327 PE=4 SV=1,3,3,1,2,1,2,1,2,1,2,93801.35938,111546.9746,117827.9961,73877.95508,90639.62891,103226.2773,103128.1406,117641.5391,64392.77539,81697.70703,1,47366.77344,43784.24219,80444.69531,75054.89844,64136.1875,66320.9375,54726.40234,77723.75781,74595.47656,78169.63281
1098,1,tr|A0A140NAI0|A0A140NAI0_ECOBD, , , , ,65.6,360,40517,Peptide chain release factor 1 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=prfA PE=3 SV=1,63,63,1,30,33,30,33,30,33,30,4821163.246,3817361.115,3973054.394,2919616.79,8952921.115,5069246.452,4601119.319,4306802.736,2934791.631,6888225.414,33,9811176.095,3136686.463,4632787.66,4545196.946,5739476.55,9872434.432,3645443.544,4729327.599,4641634.537,5899844.246
1099,1,tr|A0A140NAI1|A0A140NAI1_ECOBD, , , , ,5.6,586,66412,Type III restriction protein res subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1473 PE=4 SV=1,3,3,1,1,2,1,2,1,2,1,5143.561523,9878.198242,5605.474121,4820.649902,5620.137695,6137.761719,6201.321289,13556.20801,3245.619385,4462.831543,2,146328.9922,144533.9648,190257.9844,211550.7031,189637.2969,174367.1094,167196.5859,170383.7734,184703.6641,177972.3672
1100,1,tr|A0A140NAI2|A0A140NAI2_ECOBD, , , , ,53.7,108,11396,Translation initiation factor SUI1 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2337 PE=4 SV=1,18,18,1,9,9,9,9,9,9,9,710838.1228,698807.1946,802349.2274,541117.8604,637158.0449,703254.2324,768300.1247,954841.0859,558896.8809,495667.3895,9,2165680.844,670405.9409,910811.1318,707002.0254,1244877.916,3549352.142,753645.2212,1020819.41,772745.5215,1293843.324
1101,1,tr|A0A140NAJ0|A0A140NAJ0_ECOBD, , , , ,12.2,237,26747,Lipid A 1-diphosphate synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lpxT PE=3 SV=1,12,12,1,6,6,6,6,6,6,6,1822817.469,1885840.258,1568431.124,1821371.604,1894002.645,1952487.375,1942381.367,1790269.289,1896745.313,1752391.381,6,2527354.359,1797651.875,2186398.313,2594865.867,2599776.539,2839967.281,2792019.227,2599298.297,2593270.914,2737017.141
1102,1,tr|A0A140NAJ1|A0A140NAJ1_ECOBD, , , , ,3.1,955,99724,Outer membrane autotransporter barrel domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2420 PE=4 SV=1,2,2,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,98511.58984,102425.0469,129631.8828,108661.2383,128381.3281,135868.6445,111998.6875,131182.1875,110611.6758,127480.875
1103,1,tr|A0A140NAJ6|A0A140NAJ6_ECOBD, , , , ,33.9,617,68936,AsmA family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1591 PE=4 SV=1,40,40,1,20,20,20,20,20,20,20,1127464.882,1309667.229,1339676.465,991033.4473,1024249.723,1262797.507,1353189.944,1340194.636,997452.4316,936207.8665,20,1109679.487,1425000.301,1372734.797,1355481.607,1458988.322,1501308.244,1299652.341,1416632.927,1410184.732,1467670.604
1104,1,tr|A0A140NAJ9|A0A140NAJ9_ECOBD, , , , ,43.9,556,61845,Oxygen-dependent choline dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=betA PE=3 SV=1,46,46,1,21,25,21,25,21,25,21,1786971.879,1872926.941,1632476.346,1769806.025,1641105.253,2015497.947,1986165.67,1973343.948,1718083.325,1685079.91,25,1637414.658,2025417.776,1576560.64,2095625.947,2000494.969,2481436.625,1848178.143,1849953.899,1961074.053,2097811.071
1105,1,tr|A0A140NAK0|A0A140NAK0_ECOBD, , , , ,16.1,304,33567,Muramoyltetrapeptide carboxypeptidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2430 PE=4 SV=1,6,6,1,3,3,3,3,3,3,3,165174.6719,227703.2539,176481.4727,134633.8906,146600.8359,189427.8711,257664.2695,204148.3711,142805.1855,128926.5039,3,164751.543,212858.3828,254736.4062,305619.3008,247348.668,229016.1328,193798.7031,237018.1406,313474.4023,269748.2656
1106,1,tr|A0A140NAK1|A0A140NAK1_ECOBD, , , , ,27.8,324,36150,"Transcriptional regulator, LysR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2347 PE=3 SV=1",28,28,1,12,16,12,16,12,16,12,2555239.516,3209686.844,3645322.609,1424889.68,1917588.789,2646585.551,3243458.57,3672143.781,1424216.014,1571839.537,16,3291685.801,4320853.525,5158403.48,4530234.133,4506032.918,4855961.621,3922869.207,4936463.41,4489193.441,4887067.605
1107,1,tr|A0A140NAK2|A0A140NAK2_ECOBD, , , , ,30.4,92,10300,Acylphosphatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=yccX PE=3 SV=1,4,4,1,2,2,2,2,2,2,2,46350.25391,39467.01855,61152.65234,34499.41016,37667.16211,47470.55469,63529.60547,39284.13086,33580.24316,39914.99024,2,37645.29102,25399.11231,78000.71094,66758.33984,59234.02734,43321.3418,34083.77442,74772.82031,80227.22266,63987.39648
1108,1,tr|A0A140NAK7|A0A140NAK7_ECOBD, , , , ,7.2,663,73881,TonB-dependent receptor plug OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1503 PE=3 SV=1,6,6,1,4,2,4,2,4,2,4,58107.9408,45351.71521,107525.1489,43506.49048,53195.47693,71580.68128,63750.67322,132847.2505,39001.30371,87190.49133,2,31590.15576,36407.33691,31676.33496,37370.61377,76974.06494,47957.74609,38707.75586,24952.54541,27969.08496,29120.94141
1109,1,tr|A0A140NAL3|A0A140NAL3_ECOBD, , , , ,26.4,140,15165,META domain-containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2244 PE=4 SV=1,5,5,1,3,2,3,2,3,2,3,86895.37402,103215.1377,92154.42871,81032.05957,91068.22217,105524.3535,77727.83984,127001.8301,89327.3291,80024.31885,2,45278.20703,60137.10938,84129.23145,66661.1416,72984.41113,75057.46094,56855.60742,79153.83691,69632.92188,82008.23731
1110,1,tr|A0A140NAL5|A0A140NAL5_ECOBD, , , , ,30.4,148,17387,UPF0260 protein YcgN OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ycgN PE=3 SV=1,4,4,1,3,1,3,1,3,1,3,233275.2676,302278.5547,282505.5137,199537.3613,208701.5059,267569.5918,294304.4219,340057.4785,186998.8809,188400.6504,1,3368.517578,4345.34668,6273.667969,5432.569336,6517.287109,5374.25293,3366.637451,5260.500488,5307.997559,5996.882324
1111,1,tr|A0A140NAL9|A0A140NAL9_ECOBD, , , , ,41.4,635,72066,ABC transporter related OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2646 PE=4 SV=1,61,61,1,34,27,34,27,34,27,34,3964045.912,4521262.844,3807798.157,3329780.311,3903036.257,4223289.883,4370644.81,4325836.901,3416916.627,3279932.392,27,3311680.306,3367172.998,3194184.272,3677736.688,3706953.558,4359101.681,3319432.989,3210941.181,3614624.433,3690840.882
1112,1,tr|A0A140NAM5|A0A140NAM5_ECOBD, , , , ,11.7,248,29547,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1621 PE=4 SV=1,11,11,1,5,6,5,6,5,6,5,275299.7246,320930.3379,335342.4307,206242.9092,238204.7988,285293.8203,341281.0957,316693.9434,217875.8838,197940.0898,6,605147.4756,543214.2046,895044.8301,952306.1748,835808.7505,784429.0981,647344.3491,799280.2852,1029909.588,864526.2705
1113,1,tr|A0A140NAM7|A0A140NAM7_ECOBD, , , , ,14.4,306,33443,Binding-protein-dependent transport systems inner membrane component OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2378 PE=3 SV=1,4,4,1,1,3,1,3,1,3,1,240453.7969,289018.3438,416057.125,168807.7344,148188.25,256264.7969,339032.5625,290361.75,155472.0938,147022.2813,3,122325.0098,141457.9043,299850.5664,261885.707,217541.9063,171918.2188,170172.5586,214101.5156,232037.3418,231891.5664
1114,1,tr|A0A140NAM8|A0A140NAM8_ECOBD, , , , ,59.7,367,39056,Glutamate 5-kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=proB PE=3 SV=1,77,77,1,38,39,38,39,38,39,38,6642587.813,6645613.075,8232552.564,5524034.486,6015225.679,7036729.29,7286099.089,8422011.885,5985070.316,5401965.037,39,6440944.572,6016413.223,9432326.877,8076589.067,8386029.893,7788379.75,7811124.623,9532595.154,8321928.965,8995552.312
1115,1,tr|A0A140NAN1|A0A140NAN1_ECOBD, , , , ,58,571,64612,Quinone-dependent D-lactate dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dld PE=3 SV=1,102,102,1,48,54,48,54,48,54,48,10409231.56,12053359.5,15899133.99,7194277.771,7465134.378,10938099.58,13912662.72,12540447.16,7279766.917,6821975.549,54,7234216.842,6623175.799,17282598.38,14403189.96,12574472.66,9891925.451,8912038.948,14993316.09,15417975.14,13067895.91
1116,1,tr|A0A140NAN2|A0A140NAN2_ECOBD, , , , ,3,610,68187,UvrABC system protein C OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=uvrC PE=3 SV=1,4,4,1,3,1,3,1,3,1,3,34888.12817,33045.14844,39342.76526,35182.54248,31391.18616,40976.39136,48590.98853,37619.12695,33928.16797,35654.23438,1,13396.54297,15318.04297,21285.60742,25360.10547,19847.06641,18732.44922,15146.66797,22439.0918,26673.86719,22920.98633
1117,1,tr|A0A140NAN3|A0A140NAN3_ECOBD, , , , ,75.7,416,45769,Isocitrate dehydrogenase [NADP] OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2463 PE=4 SV=1,334,334,1,155,179,155,179,155,179,155,126266636.5,136638717.5,192875493.6,83880457.73,83057366.57,129209446.5,163455437,168459939.2,84757525.15,83132605.01,179,116779647.8,115860877.8,299787208.3,222293330.5,210317181.9,168129950.4,147132472.9,265775667.3,253796648.1,218150180.2
1118,1,tr|A0A140NAN4|A0A140NAN4_ECOBD, , , , ,53.7,326,36366,Lipopolysaccharide biosynthesis protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1632 PE=4 SV=1,53,53,1,24,29,24,29,24,29,24,4580385.598,4740651.803,5136525.777,4195257.781,4058992.58,4886240.145,5033891.375,5291899.137,4383372.141,3821975.016,29,4509551.648,4797455.892,6038221.403,5864209.218,5788015.241,5725451.784,5310488,6185415.121,5878995.303,6012536.831
1119,1,tr|A0A140NAN5|A0A140NAN5_ECOBD, , ,"tr|A0A140NA14|A0A140NA14_ECOBD, tr|A0A140NAN5|A0A140NAN5_ECOBD", ,96.7,362,39333,Porin Gram-negative type OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2666 PE=3 SV=1,900,898,0.998,427,473,426,472,426.995,472.994,426,251186167.5,342826788.6,308597359.6,232152815.4,210824424.8,262955890.9,227208341.1,286221655.7,252577050.8,182552878.3,472,226742785.7,237027284.4,261085589.8,370076604.7,293388252.8,309276435.9,165567651.9,301951351.6,405490672.8,304740114.6
1120,1,tr|A0A140NAN8|A0A140NAN8_ECOBD, , , , ,10.8,314,34355,Patatin OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2388 PE=4 SV=1,3,3,1,2,1,2,1,2,1,2,77597.76953,93971.48047,82634.89063,61996.76367,70328.53516,86664.45703,100721.207,99211.91797,67166.55273,60502.51953,1,18628.31641,13961.79004,31056.31641,39044.36719,31342.90039,28039.93359,27026.5332,38385.71875,39449.1875,29607.91602
1121,1,tr|A0A140NAP0|A0A140NAP0_ECOBD, , , , ,11,327,36612,Zinc transport protein ZntB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=zntB PE=3 SV=1,5,5,1,3,2,3,2,3,2,3,75142.45996,81273.56738,96587.89404,55543.05371,59163.43799,80030.61963,90513.77246,102353.4082,53243.125,63607.14111,2,49098.77246,63542.74121,96625.08008,80026.63477,80959.93555,69357.64453,56300.94629,98336.37695,84965.1875,83729.88086
1122,1,tr|A0A140NAP1|A0A140NAP1_ECOBD, , , , ,56.4,156,18003,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1535 PE=4 SV=1,27,27,1,13,14,13,14,13,14,13,1619927.059,1741328.195,1856329.274,1428882.386,1553610.596,1771480.119,1918959.142,1704893.636,1513807.186,1414472.344,14,1330034.422,1233637.723,1626231.223,1805594.063,1606573.486,1671543.536,1514293.771,1670442.25,1675205.246,1699779.65
1123,1,tr|A0A140NAP2|A0A140NAP2_ECOBD, , , , ,47.6,378,43042,Spermidine/putrescine import ATP-binding protein PotA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=potA PE=3 SV=1,59,59,1,28,31,28,31,28,31,28,2294229.971,2808960.312,2121782.633,2101382.889,2118723.468,2362489.441,2671961.531,2292134.216,2042596.161,1890656.931,31,2482291.082,2484137.726,2293829.066,3175909.714,2801821.822,3170704.862,2819271.196,2580491.396,2939916.827,3061006.632
1124,1,tr|A0A140NAP3|A0A140NAP3_ECOBD, , , , ,10.6,329,35540,L-arabinose-binding periplasmic protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1740 PE=3 SV=1,5,5,1,4,1,4,1,4,1,4,316683.6172,264260.5469,560926.0703,213631.8281,245776.0859,325224.3633,319613.8242,462183.8906,213711.7695,244581.4141,1,15739.99805,13418.44141,100450.3438,19873.95313,40637.52344,16404.00977,17015.04688,68882.375,25995.35156,39040.62891
1125,1,tr|A0A140NAP4|A0A140NAP4_ECOBD, , , , ,5.4,316,34901,"Transcriptional regulator, LysR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1642 PE=3 SV=1",6,6,1,4,2,4,2,4,2,4,69818.63574,45441.64014,58017.66797,119603.7822,78013.30762,78001.08301,65436.70215,45501.25488,112900.001,89545.16504,2,37536.33203,59515.3125,21454.18945,16581.15283,44197.62695,54603.96484,78235.91406,26053.51465,17484.46973,56481.05273
1126,1,tr|A0A140NAP6|A0A140NAP6_ECOBD, , , , ,38,216,23927,"Two component transcriptional regulator, LuxR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2398 PE=4 SV=1",25,25,1,12,13,12,13,12,13,12,2401063.244,2702051.379,3526795.41,1600052.297,1892746.613,2636961.021,3056036.656,3372854.758,1559565.375,1668586.527,13,1895315.973,1920706.27,3611421.25,3001817.199,2911597.766,2311847.273,2478213.402,3853185.133,3261207.313,2903802.559
1127,1,tr|A0A140NAQ0|A0A140NAQ0_ECOBD, , , , ,26.6,369,39938,Iron-sulfur cluster carrier protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1545 PE=3 SV=1,33,33,1,17,16,17,16,17,16,17,2575550.686,2912143.367,3277426.349,2147745.58,2218159.93,2817842.912,3133973.494,3708888.303,2148089.712,1896056.537,16,2883930.656,3002860.974,4827736.777,3835441.823,4000800.486,3877204.26,3391646.188,5148576.813,4348280.028,4169075.965
1128,1,tr|A0A140NAQ1|A0A140NAQ1_ECOBD, , , , ,36.5,233,25452,Lipoprotein-releasing system ATP-binding protein LolD OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lolD PE=3 SV=1,38,38,1,15,23,15,23,15,23,15,1989148.538,2610773.011,2070015.682,1793525.808,1819614.704,2124275.772,2448179.493,2408183.211,1685967.725,1642183.976,23,1321088.362,1422396.978,1629710.746,1919028.947,1702578.94,1755316.012,1391956.283,1635440.852,1832455.057,1740780.399
1129,1,tr|A0A140NAQ7|A0A140NAQ7_ECOBD, , , , ,26,465,52608,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2296 PE=4 SV=1,18,18,1,9,9,9,9,9,9,9,407129.441,466499.1499,397048.3491,366421.043,333720.6841,444883.695,540127.9475,429967.9463,367833.0579,326495.6276,9,331548.9617,311103.2998,414883.0332,520331.8726,465793.8999,429705.5569,426589.9607,509185.9565,543869.4258,495750.1499
1130,1,tr|A0A140NAQ8|A0A140NAQ8_ECOBD, , , , ,7.1,254,26767,Peptidase M48 Ste24p OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2686 PE=3 SV=1,3,3,1,2,1,2,1,2,1,2,200392.458,241466.8291,277820.7207,165486.7432,161036.0557,211599.6484,237287.7988,278259.9727,163094.3213,150994.3799,1,90414.10156,89061.21094,130948.7969,118755.8672,114589.7969,110020.4844,94833.50781,127068.375,124718.0313,123350.6016
1131,1,tr|A0A140NAQ9|A0A140NAQ9_ECOBD, , , , ,55.1,247,27790,Carboxy-S-adenosyl-L-methionine synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=cmoA PE=3 SV=1,35,35,1,18,17,18,17,18,17,18,1485782.531,1416903.668,1607937.785,1424496.825,1423965.81,1639336.417,1770240.501,1705766.514,1444932.08,1387788.969,17,1307335.609,1167903.795,1568354.537,1570574.457,1614681.712,1632789.852,1573768.525,1809364.891,1745526.029,1717326.886
1132,1,tr|A0A140NAR1|A0A140NAR1_ECOBD, , , , ,51.3,341,37600,Beta-hexosaminidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nagZ PE=3 SV=1,45,45,1,22,23,22,23,22,23,22,2988805.855,3516043.783,2887973.018,2358724.277,2824181.324,3257596.514,4027651.451,3086402.092,2573987.103,3162674.036,23,2696612.815,3110299.423,3920359.473,4803387.135,4009773.34,3837496.199,3539681.017,3831898.896,5244850.375,4216960.252
1133,1,tr|A0A140NAR3|A0A140NAR3_ECOBD, , , , ,60.1,461,52183,Cysteine--tRNA ligase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=cysS PE=3 SV=1,115,115,1,56,59,56,59,56,59,56,8531397.369,7966417.4,10066411.69,6588507.516,7643989.646,9005867.127,9138314.303,12118016.54,6931369.614,6244252.274,59,9045131.46,10203235.57,13947981.84,11772158.74,12423091.13,12757322.47,10673001.37,14468566.79,12762778.64,12759919.12
1134,1,tr|A0A140NAR4|A0A140NAR4_ECOBD, , , , ,43.8,267,29510,Aldo/keto reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3417 PE=4 SV=1,20,20,1,7,13,7,13,7,13,7,825427.5195,841339.9219,983243.2676,652691.291,790473.0195,899565.9922,1003050.684,931824.8594,685526.7539,759631.4102,13,1122684.048,1035421.512,1507337.174,1355465.318,1457175.208,1513294.892,1439238.332,1532729.346,1574057.121,1572666.229
1135,1,tr|A0A140NAR5|A0A140NAR5_ECOBD, , , , ,77.7,363,39653,Ribosome-binding ATPase YchF OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ychF PE=3 SV=1,113,113,1,56,57,56,57,56,57,56,19482401.88,21460414.32,22735097.9,16874369.04,18203937.73,20925785.46,20911039.75,23289834.62,17218130.68,16823776.2,57,20381424.58,20139141.11,25597356.19,25332599.07,25061561.84,25711713.97,21384622.63,26313713.01,23804493.33,25444911.3
1136,1,tr|A0A140NAR8|A0A140NAR8_ECOBD, , , , ,15.4,130,14059,Flagellar FlhE family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1760 PE=4 SV=1,2,2,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,74291.5166,72424.91699,481151.918,165268.6855,232391.748,124353.8652,121664.3379,538094.6016,169619.3711,260159.3145
