New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Mon Nov 11 12:21:04 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2
804	1	tr|A0A140N8M7|A0A140N8M7_ECOBD	 	 	 	 	55.2	96	10456	UPF0235 protein YggU OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=yggU PE=3 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	6	473426.470702	488136.651368	468544.015137	458288.202148	477632.586914	546936.952148	573036.2363280001	572456.5400390001	486245.320313	414888.445312	2	135601.398438	135251.789063	155998.351563	146447.667969	175400.226563	169580.640626	165064.53515700003	168095.429688	160848.464844	166641.867187
805	1	tr|A0A140N8M8|A0A140N8M8_ECOBD	 	 	 	 	28.2	475	54484	Exodeoxyribonuclease I OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1646 PE=4 SV=1	28	28	1.000	15	13	15	13	15.000	13.000	15	1655562.933595	1997602.2441409999	1910360.6445309997	1397980.828125	1400228.371094	1863055.049804	2127036.66699	2138054.036134	1434470.7734379997	1292067.2021500003	13	1169922.5507820002	1433033.812501	1773420.454101	1850214.4941419996	1702135.6503910003	1637942.7324219998	1380996.768555	1727657.425781	1975987.2539080004	1778629.6953130001
806	1	tr|A0A140N8N0|A0A140N8N0_ECOBD	 	 	 	 	71.3	171	19416	S-ribosylhomocysteine lyase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=luxS PE=3 SV=1	59	59	1.000	31	28	31	28	31.000	28.000	31	11647413.629398	13178170.53711	17288843.984863997	7790206.155274001	9246817.349609999	12137686.345704999	12046272.041747998	20799613.005861	8333978.941897	7611262.457397001	28	9687486.900392	10878854.888673	19771690.126953997	13710071.150391998	14899773.908205	14007968.906250998	9493711.590821	18959540.863282	15199365.419921001	15876974.392578999
807	1	tr|A0A140N8N1|A0A140N8N1_ECOBD	 	 	 	 	55.6	390	42722	Efflux pump membrane protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1035 PE=4 SV=1	38	38	1.000	22	16	22	16	22.000	16.000	22	2166900.346679	2259031.0107420003	2656435.762208	1738859.0966789997	1899237.0048860002	2338878.13623	2429072.4030780005	3026515.583986	1831944.1823730003	1671303.217041	16	1385834.1240250003	1500639.0712910003	2037668.0468749998	1789799.5039060002	1892948.996095	1672518.4326170003	1634261.408204	2309341.7949240003	1797251.5156280003	1982180.7343780003
808	1	tr|A0A140N8N2|A0A140N8N2_ECOBD	 	 	 	 	57.6	165	19424	Ferritin OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1735 PE=3 SV=1	49	49	1.000	17	32	17	32	17.000	32.000	17	4529356.423339	10005483.283203	6089490.9973140005	2869240.6923830006	3071794.882019	4710062.8748780005	8015070.25403	8472905.445802	2283349.422241	1877516.639342	32	1152037.4349349998	1602995.9436040001	4899323.141907	4359188.293091999	3566519.737243	1946155.213136	1786256.1055919998	2917539.277588	3675424.990357	3715669.658082
809	1	tr|A0A140N8N3|A0A140N8N3_ECOBD	 	 	 	 	52.0	302	32942	UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2386 PE=3 SV=1	50	50	1.000	26	24	26	24	26.000	24.000	26	4371203.116943	4960896.389161999	5023201.678957	3586929.994873	4078725.0256339996	4554971.566651	4705193.978759	5320521.424317	3670064.7504900005	3366361.8935539997	24	4487245.076171	4489191.078126	6019903.578126	5865417.851562001	5629252.144532001	6027366.406248	5087721.648438999	5418366.755859	5448006.261720001	5930207.2617190005
810	1	tr|A0A140N8N4|A0A140N8N4_ECOBD	 	 	 	 	65.4	795	87377	Phenylalanine--tRNA ligase beta subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=pheT PE=3 SV=1	208	208	1.000	102	106	102	106	102.000	106.000	102	39938099.948672	37801184.66174699	48810661.66479799	33320265.774782993	33439516.958620004	41445860.385745995	43442399.44714599	49487682.168703996	35498264.106327	32004282.536317	106	38708036.37573299	40176519.191654	59837208.93359701	49258549.241215	53158815.55664401	51111119.005372	48712404.25610799	62321056.224857	53050861.346437	55192478.13379101
811	1	tr|A0A140N8N5|A0A140N8N5_ECOBD	 	 	 	 	11.2	464	50954	Sugar transporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0797 PE=3 SV=1	18	18	1.000	11	7	11	7	11.000	7.000	11	1535058.1884770002	1299247.697753	1650068.8251959998	1398575.283203	1424974.8945319997	1572041.2822259997	1305505.5263679998	1565770.3535159999	1477916.45703	1196562.0898449998	7	940277.388672	1001877.9707030001	1285985.0078119999	957805.365235	1138973.556642	1188690.445311	1085321.379884	1213618.416992	974261.314454	1191293.125
812	1	tr|A0A140N8N6|A0A140N8N6_ECOBD	 	 	 	 	6.8	311	34542	ErfK/YbiS/YcfS/YnhG family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1659 PE=4 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	2	42030.25586	40804.363281	35454.921875	25941.344726	28831.380859999997	38338.634766	39742.966797	35456.609375	26360.570313000004	20923.677734999997	2	19765.371094000002	28939.976563000004	25970.837890000003	32554.694336	30648.077149000004	30916.615235000005	27379.220703	26635.009766	34821.300781	35982.007813
813	1	tr|A0A140N8N9|A0A140N8N9_ECOBD	 	 	 	 	8.8	319	36442	Ribonucleoside-diphosphate reductase subunit beta OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1043 PE=3 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	2	40867.15625	34843.355468	45553.038086	46050.210936999996	45117.128906	48367.730469	37518.874023	35372.981446	50185.283203	49873.173828	2	49273.873047	58969.978516	48779.240234	48960.300781	60696.193359	80250.390626	64424.990234	40223.367188000004	47394.980469	62200.666015999996
814	1	tr|A0A140N8P0|A0A140N8P0_ECOBD	 	 	 	 	9.0	1122	128861	RecBCD enzyme subunit RecC OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=recC PE=3 SV=1	14	14	1.000	6	8	6	8	6.000	8.000	6	302680.795898	384125.45800800005	320990.63671900006	219084.155273	237786.243164	309235.96289	446937.81152299995	341562.736329	258390.81787200004	207251.789063	8	186865.67578100003	216139.808593	278509.75488300005	282523.048829	271064.560057	264343.806152	237496.16650599998	288116.81347700005	276662.942872	271977.941895
815	1	tr|A0A140N8P7|A0A140N8P7_ECOBD	 	 	 	 	25.2	262	27339	Hydroxyethylthiazole kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=thiM PE=3 SV=1	7	7	1.000	2	5	2	5	2.000	5.000	2	231038.679688	269054.6875	300609.921875	213805.812501	216920.71875	267734.945313	313202.953125	286805.039063	258847.320313	207240.1875	5	938045.74463	1162066.553711	1496914.1904300002	1388883.1562500002	1487876.7265630001	1484985.529297	1212267.716797	1345434.514649	1394667.2050790002	1512653.28418
816	1	tr|A0A140N8P9|A0A140N8P9_ECOBD	 	 	 	 	36.0	75	8174	Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0913 PE=4 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	1	21776.025391	18519.291016	52808.144531	14496.265625	13575.484375	27439.515625	21246.060547	40445.292969	12352.55957	12817.603516	2	27157.921386	26392.696045	69065.895508	44641.824219	47017.315429999995	37257.162597999995	29433.26709	61612.703125	50414.491211	53196.940428999995
817	1	tr|A0A140N8Q2|A0A140N8Q2_ECOBD	 	 	 	 	54.0	252	27476	3-dehydroquinate dehydratase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=aroD PE=3 SV=1	28	28	1.000	12	16	12	16	12.000	16.000	12	3509641.7695319997	4035475.172852	3719996.570313	2610513.229492	2911613.38672	3655974.885743	4102763.054686	4213058.422852	2799557.421875	2394390.10254	16	1619682.3337430002	1570518.6362309998	3363078.098145	2690159.604492	2671569.47998	2255319.831542	2088018.4414060002	3285232.156249	3065066.6367180003	2824476.4082029997
818	1	tr|A0A140N8Q5|A0A140N8Q5_ECOBD	 	 	 	 	56.0	150	17006	Putative PTS IIA-like nitrogen-regulatory protein PtsN OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1563 PE=4 SV=1	30	30	1.000	15	15	15	15	15.000	15.000	15	6821222.214965	8227055.702149	17639343.173584	1287668.558106	2475943.465332	6562793.967773	10225261.054688	9830794.944825001	1085175.608886	1376789.28833	15	1219257.3798830002	343958.93676699995	14683711.734375	8366265.414063	6440204.09375	1900575.664063	1327928.569336	10000080.195313	8535113.046875	6698787.335939
819	1	tr|A0A140N8Q6|A0A140N8Q6_ECOBD	 	 	 	 	82.4	284	30832	2-dehydro-3-deoxyphosphooctonate aldolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=kdsA PE=3 SV=1	104	104	1.000	47	57	47	57	47.000	57.000	47	18952875.245117	19512442.012454994	24732534.374755993	14839510.012696998	14504863.217654001	20470326.621460002	23583517.731324006	25330033.655275	15312835.694582997	13641840.744874999	57	16292799.192016993	16432383.881104004	28007286.336916	24406064.138185997	24085553.521363996	21366755.959108002	19905818.249270994	29074096.226560995	26645393.586303998	24576552.062742002
820	1	tr|A0A140N8Q7|A0A140N8Q7_ECOBD	 	 	 	 	57.9	316	33749	Periplasmic binding protein/LacI transcriptional regulator OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0923 PE=4 SV=1	34	34	1.000	18	16	18	16	18.000	16.000	18	3134420.156248	1644556.629883	9053562.63086	1456780.6152350002	1414672.7646490003	3201644.9423829997	2568818.1660149996	6018083.398438	1308179.144531	1150065.7050790002	16	848401.5488270001	1215639.876955	8351818.279297	1701564.370119	3401359.533203	1336779.26465	1359675.160644	5990263.3144539995	2543849.016602	3340410.3769529997
821	1	tr|A0A140N8Q9|A0A140N8Q9_ECOBD	 	 	 	 	63.9	466	52570	Asparagine--tRNA ligase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=asnS PE=3 SV=1	170	170	1.000	83	87	83	87	83.000	87.000	83	41819492.415285	37807045.54736101	56740857.718752004	34513688.793459	33600266.36792	44283815.10351899	45042648.14501999	54075730.355958	36905368.812013	34591601.425786	87	31129142.902591	30011523.574462	55934566.033814006	39077402.76257601	44215282.108890995	38644447.642701	39857690.04468399	56802887.78515899	42947587.54859099	45576965.11718801
822	1	tr|A0A140N8R1|A0A140N8R1_ECOBD	 	 	 	 	47.9	240	27656	Two component transcriptional regulator, winged helix family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1574 PE=4 SV=1	19	19	1.000	10	9	10	9	10.000	9.000	10	1151243.417969	1204224.9355470003	1241971.15625	994174.3676760001	1004202.1357419998	1202119.801757	1333955.27832	1340903.2949219998	1029518.012696	866557.1372069999	9	418356.22265500005	487254.776367	637538.846679	640212.3964849999	611527.95508	569936.638673	511475.29394400003	742339.5507809999	687581.045899	729398.216797
823	1	tr|A0A140N8R4|A0A140N8R4_ECOBD	 	 	 	 	35.8	109	12594	Cell division protein ZapA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=zapA PE=3 SV=1	11	11	1.000	7	4	7	4	7.000	4.000	7	220309.872071	338683.531249	291022.80371199996	161690.976562	186596.982421	238474.337892	340254.11230399995	324905.09375	135710.840821	157067.009766	4	268524.033204	194423.67480500002	549086.40625	476715.208984	467090.218751	327670.527344	329486.115233	504120.109375	476253.074219	478295.31836000003
824	1	tr|A0A140N8R5|A0A140N8R5_ECOBD	 	 	 	 	61.7	454	50971	Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0934 PE=4 SV=1	68	68	1.000	38	30	38	30	38.000	30.000	38	4470401.777467	4923797.192749999	6197919.712527001	3263297.386474999	3627417.3244620003	4742956.053713	5715935.301759999	6170976.426515	3221262.952393	3210009.129886001	30	3295433.1496599996	2705139.913818	6921327.3139659995	5566879.725585001	5247295.964357	4227676.318850001	3689210.6245120005	7101643.447268002	6111222.350587	5721254.456056001
825	1	tr|A0A140N8S3|A0A140N8S3_ECOBD	 	 	 	 	59.2	103	11890	UPF0267 protein YqfB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=yqfB PE=3 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	6	1114914.720703	1132626.826171	1223711.517578	866030.244142	987780.376954	1074578.0683590001	1094861.761718	1310444.3378909999	894470.9375	788576.72461	4	1147877.046875	1237674.560547	1437826.978515	1276713.908203	1336780.53711	1449552.9472659999	1121089.7128909999	1304599.490235	1332798.2109369999	1334477.43164
826	1	tr|A0A140N8S5|A0A140N8S5_ECOBD	 	 	 	 	69.0	197	21812	Protein GrpE OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=grpE PE=3 SV=1	133	133	1.000	54	79	54	79	54.000	79.000	54	19970876.875735	20626743.163329005	19763942.242676005	19528684.668215	16621835.123048998	20609931.365725	24639100.757565998	20842995.539062005	18951659.663697	15845227.684084002	79	19704927.66626	20376388.612669002	24780602.292729992	28543204.7959	26363455.122069	24682762.829345003	26084453.558475	29066639.381344996	29076737.431156002	27422890.628907
827	1	tr|A0A140N8S6|A0A140N8S6_ECOBD	 	 	 	 	25.9	433	47979	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rlmD PE=3 SV=1	10	10	1.000	4	6	4	6	4.000	6.000	4	157784.211426	179637.045898	179658.522949	143490.105469	142133.01464900002	184650.79931700003	200562.13427799998	203279.76074300002	147697.484375	132377.923584	6	149084.608521	158530.079101	213079.25634800005	230214.476563	211523.64843800003	203149.466797	180290.633302	221867.97705000002	215930.14392200002	209308.243896
828	1	tr|A0A140N8S7|A0A140N8S7_ECOBD	 	 	 	 	35.7	227	24746	Cytidylate kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=cmk PE=3 SV=1	21	21	1.000	7	14	7	14	7.000	14.000	7	851485.416993	1054166.2456049998	1028440.397705	553873.525757	742408.3886719999	974760.802979	1093704.5415039998	1180215.9545900002	578823.2386490001	622341.7841820001	14	1222820.9487299998	991956.2248539999	1712102.876954	1664131.452636	1520088.5615219998	1524409.0278330003	1112720.8654800002	1765010.6938480001	1610200.0729979998	1616876.411133
829	1	tr|A0A140N8S8|A0A140N8S8_ECOBD	 	 	tr|A0A140N8S8|A0A140N8S8_ECOBD, tr|A0A140NE14|A0A140NE14_ECOBD	 	57.4	505	57603	Lysine--tRNA ligase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lysS PE=3 SV=1	166	119	0.717	81	85	58	61	70.951	73.513	58	25256883.439943995	22475500.986815993	32808597.638672	22501617.342285	21934157.494875	27379817.147462994	27038836.621583994	32049359.896975998	24695012.51709	21258434.509521	61	20792173.834473997	19833218.656251002	33560534.154789	24672698.333497997	28397686.509767998	26939994.112793997	27339109.328126	34983843.529785	27036307.81299	29771947.865234997
830	1	tr|A0A140N8T5|A0A140N8T5_ECOBD	 	 	 	 	21.1	289	31975	Transcriptional regulator, RpiR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1785 PE=4 SV=1	13	13	1.000	7	6	7	6	7.000	6.000	7	469681.13623	563317.830079	684833.908202	465334.21313399996	391353.049316	509901.859375	538390.634767	658144.882812	383378.00439499994	429603.97802599997	6	478429.304688	463512.21191500005	725723.2617190001	705171.550782	693177.515626	692063.929687	488867.103516	670846.0273440001	802342.34375	712755.285156
831	1	tr|A0A140N8T7|A0A140N8T7_ECOBD	 	 	 	 	3.9	492	54176	Carbohydrate kinase FGGY OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0954 PE=4 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	1	111911.72656300002	102988.109375	145327.59375	109224.63281300002	88165.617188	117789.78906300002	137170.53125	75447.789062	131136.46875	135170.78125	2	151650.21875	62351.38671900001	274576.5	210537.3125	225116.828125	168068.25	192810.3125	363244.15625	243760.40625	240382.203125
832	1	tr|A0A140N8U1|A0A140N8U1_ECOBD	 	 	 	 	10.7	513	56728	Na(+)/H(+) antiporter NhaB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nhaB PE=3 SV=1	12	12	1.000	7	5	7	5	7.000	5.000	7	353196.840821	327834.393556	340717.874511	394259.729491	340964.997071	363929.837891	422430.581054	263013.78515600006	346742.01367200003	334443.40820400004	5	407660.164064	311702.820313	429112.34375	521173.855468	509837.824219	514507.832032	526188.90625	440552.796875	535146.632813	494449.226562
833	1	tr|A0A140N8U2|A0A140N8U2_ECOBD	 	 	 	 	8.0	686	79429	Oligopeptidase B OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1795 PE=4 SV=1	5	5	1.000	1	4	1	4	1.000	4.000	1	45090.722656	48508.519531	51926.167969	40786.347656	47125.710938	55873.023438	60558.55078099999	55777.445312	35415.695312	33045.082031	4	92855.727539	94984.199218	125713.42187600001	108819.942382	123553.808594	118092.369141	116410.195312	107739.389649	109294.322266	116992.870117
834	1	tr|A0A140N8U5|A0A140N8U5_ECOBD	 	 	 	 	5.1	395	44056	Carbamoyltransferase YgeW OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0867 PE=3 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	6515.548828	141477.306152	11722.860352	16833.267578	17197.009277	24575.283692	4030.4547119999997	8373.423338999999	6371.724609999999	23520.994629
835	1	tr|A0A140N8U6|A0A140N8U6_ECOBD	 	 	tr|A0A140N8U6|A0A140N8U6_ECOBD, tr|A0A140NBD3|A0A140NBD3_ECOBD	 	21.6	356	38818	Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1085 PE=3 SV=1	9	7	0.778	5	4	4	3	4.089	3.068	4	214681.82617200003	260053.488281	379302.109376	108575.78417999999	198428.57910099998	224406.612304	195086.61035099998	343509.527343	121478.250976	122073.79492300001	3	63192.808592999994	40747.645507	177989.5625	107261.425781	101900.913085	64841.261719	53504.121092999994	113028.177734	68815.590821	103555.101563
836	1	tr|A0A140N8U7|A0A140N8U7_ECOBD	 	 	 	 	19.8	1342	148098	Cell divisionFtsK/SpoIIIE OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2705 PE=3 SV=1	38	38	1.000	16	22	16	22	16.000	22.000	16	1589005.483398	2123949.9057630002	1610884.389163	1268815.5900890003	1407822.740846	1711891.2917479998	2016428.1982429998	1963079.0329610005	1252527.835449	1255597.698977	22	1504677.50647	1575572.7182599998	1901965.7983400002	2361995.925784	2021664.9687530007	2033345.493655	1669315.02063	2017275.4431180004	2110947.5009800005	2151706.7177730002
837	1	tr|A0A140N8U8|A0A140N8U8_ECOBD	 	 	 	 	2.2	403	42819	Aromatic amino acid transporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1733 PE=3 SV=1	12	12	1.000	7	5	7	5	7.000	5.000	7	109361.523926	119736.020142	105570.667969	94446.11621100002	104624.263428	115725.091675	117495.17431599999	120940.36529500001	101276.19567900001	84387.677491	5	78423.80712799999	71316.728514	90212.038573	87473.894531	93302.568848	101900.687012	81909.87402400002	108173.109376	90524.85034199999	92689.163086
838	1	tr|A0A140N8U9|A0A140N8U9_ECOBD	 	 	 	 	50.4	121	13773	6-carboxy-5,6,7,8-tetrahydropterin synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0964 PE=1 SV=1	18	18	1.000	10	8	10	8	10.000	8.000	10	1508127.4814459998	1381513.8452139997	1599424.6943360001	1429680.781249	1591387.60547	1541775.7460949998	1186312.379883	1511570.147461	1590514.425782	1302665.789063	8	1278397.0371100002	823388.621093	1059917.616211	1229004.328126	1234311.888672	1361191.796876	1002484.6533199999	1495951.138672	1476261.1406260002	1355215.269531
839	1	tr|A0A140N8V0|A0A140N8V0_ECOBD	 	 	tr|A0A140N8V0|A0A140N8V0_ECOBD, tr|A0A140NDX6|A0A140NDX6_ECOBD	 	66.5	361	40713	dTDP-glucose 4,6-dehydratase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1614 PE=3 SV=1	84	78	0.929	41	43	37	41	40.020	42.608	37	10648856.515625	10754126.885744002	12712575.092775	8604305.317385	9137169.017579	11092806.534178	11941288.65332	13519999.523438001	9269298.681642	7647556.082521	41	7394119.120119001	8376483.520995999	11243664.886719	9627182.852540001	10349227.136719	10069957.479493998	9146362.986326002	10982648.141602	10621178.431644	10673256.372071998
840	1	tr|A0A140N8V1|A0A140N8V1_ECOBD	 	 	 	 	4.4	409	45099	Serine transporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0877 PE=4 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	1	27752.900391000003	26986.464844	24721.041016	29063.060547000005	34957.207031	30905.115233999997	26472.742188	37695.097656	27583.912108999997	18213.664062	2	55705.253907	44816.525391	63857.710938000004	65648.263672	65113.912109	61957.087890999996	60850.865234	74021.169922	63093.277342999994	74056.02539
841	1	tr|A0A140N8V2|A0A140N8V2_ECOBD	 	 	 	 	62.6	270	29614	Site-determining protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2447 PE=3 SV=1	63	63	1.000	30	33	30	33	30.000	33.000	30	9653905.771240002	14456997.800049001	14221909.740844	5176289.927979001	6901443.260987001	9780749.561035	13349179.350342	12960451.424806	5178071.914797	5643823.622314	33	9354608.989257	6955403.138185	20549275.975098	20357328.338866998	15236308.821288997	11609269.946532998	8638696.76172	17537899.902832	19292127.580079995	15668617.809081
842	1	tr|A0A140N8V3|A0A140N8V3_ECOBD	 	 	 	 	29.5	481	53391	Ribosomal RNA small subunit methyltransferase F OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rsmF PE=3 SV=1	25	25	1.000	12	13	12	13	12.000	13.000	12	1435451.7731940001	1314750.4545910002	1493385.543457	1463327.5439460003	1407599.262207	1611256.8447270002	1562764.381837	1614799.986816	1456563.687989	1774119.018555	13	920563.421875	943783.249023	1192672.785156	1142227.855469	1261700.0117179998	1223334.6328119996	1113993.0683600002	1297606.2421880001	1261301.1640630001	1218464.1152350002
843	1	tr|A0A140N8V5|A0A140N8V5_ECOBD	 	 	 	 	62.1	451	52801	Phospholipase D/Transphosphatidylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1095 PE=4 SV=1	57	57	1.000	27	30	27	30	27.000	30.000	27	4275118.2194840005	5111102.358399001	6818522.931518001	2203877.8664539997	2970367.614502	4553195.623047002	6200297.089357	6310585.773927999	2120522.064455	2705362.0856930004	30	2743745.433716	1713148.201784	7556188.502196001	6160119.049073	5175588.451906	3714300.742675	2648115.756349	7724209.356690002	6576050.302979999	5356324.979615
844	1	tr|A0A140N8V8|A0A140N8V8_ECOBD	 	 	 	 	50.3	370	42405	Glycosyl transferase group 1 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1624 PE=4 SV=1	29	29	1.000	14	15	14	15	14.000	15.000	14	1321099.2687989997	1643508.0290520003	1593433.451174	1051405.3369149999	1176626.044921	1437047.990722	1713151.4821770003	1540725.5178230002	1012870.8522960001	1020713.6167	15	1151153.481445	1073378.594239	1796372.0888689999	1837855.4316389998	1623245.3398449998	1617562.5415050003	1296532.7114249999	1840175.799806	1888900.7060540002	1788918.024415
845	1	tr|A0A140N8V9|A0A140N8V9_ECOBD	 	 	 	 	20.4	201	22321	Adenylyl-sulfate kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=cysC PE=3 SV=1	6	6	1.000	4	2	4	2	4.000	2.000	4	556254.6445309999	823710.1445320001	572998.015626	424548.423829	410171.49414100003	598639.640625	853201.546874	792107.8867190001	428914.66699199995	421459.000977	2	193194.878906	150833.417968	815245.984375	764587.515625	573852.25	329529.328125	219399.820312	1040155.21875	684730.0625	610344.453125
846	1	tr|A0A140N8W0|A0A140N8W0_ECOBD	 	 	 	 	10.6	648	70686	Macrolide export ATP-binding/permease protein MacB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=macB PE=3 SV=1	14	14	1.000	8	6	8	6	8.000	6.000	8	266898.474608	261620.439454	297594.10546700004	245387.929688	291245.22461000003	305823.607422	308274.386719	319879.610351	250461.334961	253784.80175699998	6	123368.298828	93685.669922	131190.917969	139180.100587	131761.97168100002	160893.777343	118900.120117	139596.96581999998	133091.435548	141666.103517
847	1	tr|A0A140N8W1|A0A140N8W1_ECOBD	 	 	 	 	65.4	324	35946	Signal peptidase I OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1113 PE=3 SV=1	54	54	1.000	25	29	25	29	25.000	29.000	25	9289966.453614	10116335.163087	9102620.745118	8221287.31543	8541963.937013	9696006.388914999	10967031.14746	9184391.027344	8341530.792971	7545596.243406	29	8123435.116822	8760436.360658001	9609551.820314001	10761926.583496	9853617.931763	10310426.818359	9031755.785643999	9634031.805420998	10628714.202516	10383515.719604
848	1	tr|A0A140N8W2|A0A140N8W2_ECOBD	 	 	 	 	6.0	403	45265	Diguanylate phosphodiesterase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2459 PE=4 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	1	6146.110352000001	6414.112793	8334.973633	3886.917725	3000.134521	5979.561522999999	9980.489258	5453.21875	3129.662842	4021.0954590000006	2	23484.43457	18740.294434	28841.234375	23138.767578	26677.020508	21066.17041	20777.352049999998	29743.464356	25109.72168	27606.221191999997
849	1	tr|A0A140N8W5|A0A140N8W5_ECOBD	 	 	 	 	42.0	245	26014	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hisA PE=3 SV=1	30	30	1.000	13	17	13	17	13.000	17.000	13	1246516.325197	1409607.4414060002	1646507.2978520002	973654.6513680001	1041265.3496090001	1296628.837892	1595904.124024	1547410.795898	953723.381835	948346.1440430001	17	1217864.339843	994095.69043	2042342.0849600001	1830822.535156	1734978.0712879999	1514842.327148	1474348.029298	2134751.8857440003	1829840.0400399999	1764290.4238280004
850	1	tr|A0A140N8W6|A0A140N8W6_ECOBD	 	 	 	 	22.5	719	80681	Bifunctional protein Aas OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=aas PE=3 SV=1	27	27	1.000	12	15	12	15	12.000	15.000	12	831266.107421	958016.554685	825516.185547	809880.876953	776927.523436	904046.982423	1022206.9296870001	871051.3691430001	754349.6513680001	671230.4550810001	15	1007476.1279300002	1004928.4550779999	1254373.578125	1473907.179686	1375185.470704	1350672.9492190003	1216684.0253909999	1239852.330078	1394430.410155	1368979.5292969998
